,Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
760,2020-02-01 00:00:00+00:00,9351.71000000,9464.53000000,9281.00000000,9384.61000000,28578.06735400,2020-02-01 23:59:59.999000+00:00,268137739.99333750,334972,14679.12630500,137764121.89168733,0
761,2020-02-02 00:00:00+00:00,9384.41000000,9477.03000000,9120.00000000,9331.51000000,45690.91254000,2020-02-02 23:59:59.999000+00:00,428064088.69046830,446558,22588.40606000,211808205.79156946,0
762,2020-02-03 00:00:00+00:00,9331.59000000,9618.79000000,9234.00000000,9292.24000000,50892.13345100,2020-02-03 23:59:59.999000+00:00,476379993.49247244,492124,24781.39769600,232065946.53854197,0
763,2020-02-04 00:00:00+00:00,9291.35000000,9350.00000000,9093.01000000,9197.02000000,53308.17526600,2020-02-04 23:59:59.999000+00:00,491136137.21076251,528930,26103.43230700,240571508.24015159,0
764,2020-02-05 00:00:00+00:00,9197.02000000,9744.45000000,9177.22000000,9612.04000000,64870.41561500,2020-02-05 23:59:59.999000+00:00,613540574.78183120,661758,35375.60520200,334620486.13736696,0
765,2020-02-06 00:00:00+00:00,9612.03000000,9862.57000000,9526.35000000,9772.00000000,64949.70658800,2020-02-06 23:59:59.999000+00:00,631245079.82238119,682179,32143.45464700,312506614.38662455,0
766,2020-02-07 00:00:00+00:00,9772.00000000,9885.00000000,9730.00000000,9813.73000000,43966.11463200,2020-02-07 23:59:59.999000+00:00,430744860.18143928,582249,22733.98818600,222761439.95578878,0
767,2020-02-08 00:00:00+00:00,9813.87000000,9940.00000000,9667.11000000,9895.05000000,43600.84366600,2020-02-08 23:59:59.999000+00:00,427781790.20081596,514573,22664.38183700,222438123.84668740,0
768,2020-02-09 00:00:00+00:00,9895.04000000,10166.00000000,9880.75000000,10151.75000000,43408.47561600,2020-02-09 23:59:59.999000+00:00,437441704.90539635,536848,22408.27732700,225799470.00274661,0
769,2020-02-10 00:00:00+00:00,10151.72000000,10188.00000000,9756.00000000,9851.83000000,59573.08461900,2020-02-10 23:59:59.999000+00:00,590091358.44290697,690308,28618.88324500,283509329.43681316,0
770,2020-02-11 00:00:00+00:00,9851.74000000,10323.59000000,9700.00000000,10223.08000000,62422.39522400,2020-02-11 23:59:59.999000+00:00,624970415.40547413,710170,31905.31642000,319373572.87250502,0
771,2020-02-12 00:00:00+00:00,10223.08000000,10450.00000000,10223.08000000,10326.46000000,61008.06393000,2020-02-12 23:59:59.999000+00:00,629756037.51607864,857655,31141.80770000,321525481.54140180,0
772,2020-02-13 00:00:00+00:00,10325.33000000,10500.00000000,10080.00000000,10229.63000000,79344.35875900,2020-02-13 23:59:59.999000+00:00,815507473.73536100,932802,38475.27254800,395629173.03862326,0
773,2020-02-14 00:00:00+00:00,10227.78000000,10381.56000000,10111.37000000,10344.36000000,47038.48017300,2020-02-14 23:59:59.999000+00:00,482455622.00362595,622310,23697.00549300,243079257.30551489,0
774,2020-02-15 00:00:00+00:00,10344.36000000,10375.00000000,9801.00000000,9904.72000000,57657.20294700,2020-02-15 23:59:59.999000+00:00,580845331.17478468,739781,26758.58032300,269731775.50315572,0
775,2020-02-16 00:00:00+00:00,9904.46000000,10050.00000000,9638.12000000,9917.27000000,60023.99953700,2020-02-16 23:59:59.999000+00:00,592584876.90408609,708070,29406.13683900,290482773.25193714,0
776,2020-02-17 00:00:00+00:00,9910.70000000,9964.16000000,9452.67000000,9706.00000000,70261.01190100,2020-02-17 23:59:59.999000+00:00,680009637.61599533,778058,33221.83924100,321724146.09734819,0
777,2020-02-18 00:00:00+00:00,9706.00000000,10250.00000000,9576.01000000,10164.71000000,70604.12401900,2020-02-18 23:59:59.999000+00:00,696870122.81260796,723413,37303.99632600,368380176.64872573,0
778,2020-02-19 00:00:00+00:00,10164.78000000,10250.00000000,9350.00000000,9593.79000000,55162.58689500,2020-02-19 23:59:59.999000+00:00,547679966.92922570,588760,25457.91648000,253188749.12823528,0
779,2020-02-20 00:00:00+00:00,9594.65000000,9699.00000000,9400.00000000,9596.42000000,60152.34291400,2020-02-20 23:59:59.999000+00:00,576020107.46260181,667387,29843.20887500,285816414.87816031,0
780,2020-02-21 00:00:00+00:00,9597.21000000,9755.51000000,9550.21000000,9677.05000000,42181.55452400,2020-02-21 23:59:59.999000+00:00,408286949.80352921,470599,21645.26761400,209532434.57633311,0
781,2020-02-22 00:00:00+00:00,9677.05000000,9709.17000000,9560.02000000,9650.86000000,24636.75762300,2020-02-22 23:59:59.999000+00:00,237544283.22525856,319961,13267.24651100,127929552.99759819,0
782,2020-02-23 00:00:00+00:00,9650.85000000,9990.00000000,9645.00000000,9936.40000000,37702.08984300,2020-02-23 23:59:59.999000+00:00,371815095.46744496,441935,20035.25054900,197592792.86246950,0
783,2020-02-24 00:00:00+00:00,9936.40000000,9990.00000000,9473.56000000,9656.13000000,55796.59612000,2020-02-24 23:59:59.999000+00:00,542081527.64083289,589384,26426.93064400,256859539.02050738,0
784,2020-02-25 00:00:00+00:00,9655.52000000,9675.00000000,9250.00000000,9315.84000000,54379.34455200,2020-02-25 23:59:59.999000+00:00,514946930.56602305,579079,26318.93415800,249358678.88131346,0
785,2020-02-26 00:00:00+00:00,9316.48000000,9377.44000000,8633.63000000,8785.25000000,92130.34548200,2020-02-26 23:59:59.999000+00:00,830717784.37909491,871018,41928.87480900,378197861.58165483,0
786,2020-02-27 00:00:00+00:00,8786.00000000,8971.77000000,8531.00000000,8823.21000000,72483.57876200,2020-02-27 23:59:59.999000+00:00,636955872.76254629,696646,35410.01449200,311229361.68385182,0
787,2020-02-28 00:00:00+00:00,8823.25000000,8900.00000000,8445.00000000,8692.91000000,71155.20897700,2020-02-28 23:59:59.999000+00:00,615664817.01039124,655727,35295.60613500,305533926.98473354,0
788,2020-02-29 00:00:00+00:00,8690.80000000,8790.00000000,8523.55000000,8523.61000000,36748.18303500,2020-02-29 23:59:59.999000+00:00,318585951.98853237,414175,18916.85455900,164044036.86872094,0
789,2020-03-01 00:00:00+00:00,8523.61000000,8750.00000000,8411.00000000,8531.88000000,43892.20177900,2020-03-01 23:59:59.999000+00:00,375729315.25408258,472019,21838.36886600,186962259.70689059,0
790,2020-03-02 00:00:00+00:00,8530.30000000,8965.75000000,8498.00000000,8915.24000000,60401.31773000,2020-03-02 23:59:59.999000+00:00,528906629.56281918,564535,31213.08060200,273395227.94832437,0
791,2020-03-03 00:00:00+00:00,8911.18000000,8919.65000000,8651.00000000,8760.07000000,55154.99728200,2020-03-03 23:59:59.999000+00:00,484181096.32295575,512762,26954.22974500,236655810.14459231,0
792,2020-03-04 00:00:00+00:00,8760.07000000,8848.29000000,8660.00000000,8750.87000000,38696.48257800,2020-03-04 23:59:59.999000+00:00,338849891.95293542,454817,19279.33119000,168832874.50723547,0
793,2020-03-05 00:00:00+00:00,8750.99000000,9159.42000000,8746.54000000,9054.68000000,58201.86635500,2020-03-05 23:59:59.999000+00:00,524102029.20478296,619552,30482.08217100,274387102.91088936,0
794,2020-03-06 00:00:00+00:00,9054.64000000,9170.00000000,8985.50000000,9131.88000000,43782.94804400,2020-03-06 23:59:59.999000+00:00,397598476.42056292,493216,22296.56050600,202484342.22117205,0
795,2020-03-07 00:00:00+00:00,9130.89000000,9188.00000000,8835.00000000,8886.66000000,45422.20452500,2020-03-07 23:59:59.999000+00:00,409983263.78913797,485400,22281.71585500,201161181.30473225,0
796,2020-03-08 00:00:00+00:00,8885.25000000,8886.76000000,8000.00000000,8033.31000000,77537.31516600,2020-03-08 23:59:59.999000+00:00,656931544.78216040,740741,34843.60784900,295351474.43544910,0
797,2020-03-09 00:00:00+00:00,8034.76000000,8179.31000000,7632.01000000,7929.87000000,116968.86326800,2020-03-09 23:59:59.999000+00:00,918787729.08558386,929234,58020.95792700,455866837.30462256,0
798,2020-03-10 00:00:00+00:00,7929.87000000,8149.00000000,7728.01000000,7894.56000000,86783.44387500,2020-03-10 23:59:59.999000+00:00,689700153.44909328,737528,43673.58402400,347117049.36196732,0
799,2020-03-11 00:00:00+00:00,7894.57000000,7980.00000000,7590.00000000,7934.52000000,79942.41117200,2020-03-11 23:59:59.999000+00:00,624465167.36481883,699401,40497.89273800,316442882.75970132,0
800,2020-03-12 00:00:00+00:00,7934.58000000,7966.17000000,4410.00000000,4800.00000000,261505.60865300,2020-03-12 23:59:59.999000+00:00,1628590104.22221324,1770812,119298.00619700,743481672.20376488,0
801,2020-03-13 00:00:00+00:00,4800.01000000,5955.00000000,3782.13000000,5578.60000000,402201.67376400,2020-03-13 23:59:59.999000+00:00,2063819540.63899484,2309830,197511.95427300,1017423855.75574906,0
802,2020-03-14 00:00:00+00:00,5576.05000000,5640.52000000,5055.13000000,5172.06000000,136910.13597400,2020-03-14 23:59:59.999000+00:00,736651880.92107893,1106125,66104.01972900,356020329.85217690,0
803,2020-03-15 00:00:00+00:00,5172.48000000,5940.00000000,5093.10000000,5361.30000000,139916.14653400,2020-03-15 23:59:59.999000+00:00,753755706.42687720,1037714,70540.65095000,380499471.94982265,0
804,2020-03-16 00:00:00+00:00,5360.33000000,5365.42000000,4442.12000000,5028.97000000,227276.92276000,2020-03-16 23:59:59.999000+00:00,1113690309.10158680,1608176,108901.96736600,533857910.81658686,0
805,2020-03-17 00:00:00+00:00,5028.86000000,5525.00000000,4921.45000000,5312.64000000,150089.92631800,2020-03-17 23:59:59.999000+00:00,793147908.26849729,1069217,74698.37425400,394902319.12415861,0
806,2020-03-18 00:00:00+00:00,5312.64000000,5436.17000000,5009.37000000,5393.04000000,137127.63489400,2020-03-18 23:59:59.999000+00:00,719748122.45301997,962843,65106.06777800,341970839.57798240,0
807,2020-03-19 00:00:00+00:00,5393.26000000,6400.00000000,5252.53000000,6162.37000000,199020.87343900,2020-03-19 23:59:59.999000+00:00,1164739707.51423590,1403608,99011.94701100,579536547.75822434,0
808,2020-03-20 00:00:00+00:00,6162.05000000,6900.00000000,5670.00000000,6208.36000000,219298.32951400,2020-03-20 23:59:59.999000+00:00,1401734013.17520213,1580069,104719.63918000,670117999.14814168,0
809,2020-03-21 00:00:00+00:00,6204.57000000,6456.98000000,5860.02000000,6186.98000000,128913.66836300,2020-03-21 23:59:59.999000+00:00,794962136.63841710,990974,63326.09685200,390737241.11380974,0
810,2020-03-22 00:00:00+00:00,6187.04000000,6407.87000000,5734.01000000,5816.19000000,119115.99052700,2020-03-22 23:59:59.999000+00:00,722895653.51006145,952259,57189.89834900,347411876.36095811,0
811,2020-03-23 00:00:00+00:00,5816.05000000,6600.00000000,5688.00000000,6467.31000000,164674.21578500,2020-03-23 23:59:59.999000+00:00,1015525672.07438633,1099406,84136.01172800,519197453.13588756,0
812,2020-03-24 00:00:00+00:00,6465.25000000,6833.00000000,6371.33000000,6744.72000000,151138.00987800,2020-03-24 23:59:59.999000+00:00,1001890515.23998861,1012669,72781.81732800,482659188.55276766,0
813,2020-03-25 00:00:00+00:00,6744.69000000,6957.96000000,6450.00000000,6677.43000000,132155.73498900,2020-03-25 23:59:59.999000+00:00,880250736.90798865,912179,63515.16835000,423439621.64069462,0
814,2020-03-26 00:00:00+00:00,6677.42000000,6780.00000000,6510.00000000,6737.36000000,83026.55521100,2020-03-26 23:59:59.999000+00:00,552537189.47935146,668467,41123.41050600,273834254.46692475,0
815,2020-03-27 00:00:00+00:00,6737.27000000,6842.59000000,6261.00000000,6359.11000000,82914.96835400,2020-03-27 23:59:59.999000+00:00,551326113.85520389,643631,38439.27221600,255910741.81760174,0
816,2020-03-28 00:00:00+00:00,6359.11000000,6360.00000000,6024.00000000,6236.65000000,93159.69342900,2020-03-28 23:59:59.999000+00:00,577986706.12893653,725588,44960.52343800,279053353.63500286,0
817,2020-03-29 00:00:00+00:00,6236.65000000,6266.00000000,5866.56000000,5881.42000000,63311.62771400,2020-03-29 23:59:59.999000+00:00,383707122.50096294,496709,29080.96792200,176336037.90451324,0
818,2020-03-30 00:00:00+00:00,5880.50000000,6599.00000000,5857.76000000,6394.38000000,118889.54999200,2020-03-30 23:59:59.999000+00:00,747569726.45441973,784034,58863.31298300,370039956.00738122,0
819,2020-03-31 00:00:00+00:00,6394.45000000,6523.23000000,6321.40000000,6410.44000000,72337.59525900,2020-03-31 23:59:59.999000+00:00,465780496.62248718,538231,34730.90233400,223650665.24981058,0
820,2020-04-01 00:00:00+00:00,6412.14000000,6679.94000000,6150.11000000,6642.92000000,97500.75240000,2020-04-01 23:59:59.999000+00:00,618527468.83416410,758061,49161.37019500,312180122.98026614,0
821,2020-04-02 00:00:00+00:00,6643.36000000,7198.00000000,6551.00000000,6794.09000000,149299.90687100,2020-04-02 23:59:59.999000+00:00,1014494762.44164222,1101043,74722.16374800,508095825.95867690,0
822,2020-04-03 00:00:00+00:00,6793.86000000,7048.00000000,6602.10000000,6734.10000000,104080.27693900,2020-04-03 23:59:59.999000+00:00,710254017.10027212,840456,51077.93867100,348762338.66686200,0
823,2020-04-04 00:00:00+00:00,6732.97000000,6990.41000000,6650.01000000,6856.99000000,72990.86113900,2020-04-04 23:59:59.999000+00:00,495076283.52090415,659051,36419.05668400,247173793.29146553,0
824,2020-04-05 00:00:00+00:00,6857.41000000,6895.54000000,6677.52000000,6772.78000000,49685.35698300,2020-04-05 23:59:59.999000+00:00,337062083.00202794,506433,23875.57831200,162008820.38877512,0
825,2020-04-06 00:00:00+00:00,6772.78000000,7355.14000000,6765.00000000,7329.90000000,118052.00083200,2020-04-06 23:59:59.999000+00:00,837357664.65192143,956586,59322.20887300,420706756.20827898,0
826,2020-04-07 00:00:00+00:00,7329.90000000,7459.69000000,7077.00000000,7197.32000000,103585.16891800,2020-04-07 23:59:59.999000+00:00,757201786.69766315,924436,48811.26778900,357008427.72553911,0
827,2020-04-08 00:00:00+00:00,7197.32000000,7420.00000000,7150.00000000,7361.28000000,76059.14583800,2020-04-08 23:59:59.999000+00:00,555122600.27502590,750516,39000.55256500,284685809.77746603,0
828,2020-04-09 00:00:00+00:00,7360.26000000,7371.92000000,7108.08000000,7283.54000000,61094.87241700,2020-04-09 23:59:59.999000+00:00,444741085.90375861,686207,28801.89285100,209718590.14289618,0
829,2020-04-10 00:00:00+00:00,7283.54000000,7295.75000000,6739.98000000,6858.92000000,104674.62337500,2020-04-10 23:59:59.999000+00:00,727281590.77193982,949050,47958.96080500,333222230.69815031,0
830,2020-04-11 00:00:00+00:00,6858.92000000,6944.30000000,6760.00000000,6876.83000000,45470.29320600,2020-04-11 23:59:59.999000+00:00,311699573.51667396,484618,21157.12838100,145036158.54711846,0
831,2020-04-12 00:00:00+00:00,6876.84000000,7177.00000000,6780.00000000,6903.79000000,73868.66650100,2020-04-12 23:59:59.999000+00:00,516235035.18651132,648323,35637.95868700,249206873.18271956,0
832,2020-04-13 00:00:00+00:00,6903.79000000,6903.79000000,6575.00000000,6837.91000000,96415.47657300,2020-04-13 23:59:59.999000+00:00,649390681.24850258,804179,44648.49218700,300780988.70993096,0
833,2020-04-14 00:00:00+00:00,6838.04000000,6978.00000000,6754.28000000,6868.70000000,69068.62328500,2020-04-14 23:59:59.999000+00:00,474794776.19211112,608665,32019.32233700,220122993.72657639,0
834,2020-04-15 00:00:00+00:00,6868.57000000,6933.00000000,6605.00000000,6621.24000000,61571.38499400,2020-04-15 23:59:59.999000+00:00,416947490.61569572,581374,29866.89225000,202324176.16003710,0
835,2020-04-16 00:00:00+00:00,6621.25000000,7190.00000000,6468.27000000,7101.94000000,125009.85753900,2020-04-16 23:59:59.999000+00:00,865277543.39469342,971163,63251.20433100,438475139.10829708,0
836,2020-04-17 00:00:00+00:00,7101.99000000,7148.12000000,6972.98000000,7027.55000000,54126.50976300,2020-04-17 23:59:59.999000+00:00,382334236.16947893,537554,25973.97067700,183489537.17453394,0
837,2020-04-18 00:00:00+00:00,7026.78000000,7293.08000000,7014.40000000,7248.60000000,49488.54281900,2020-04-18 23:59:59.999000+00:00,354845083.77618894,494670,23980.64473100,171950110.37011601,0
838,2020-04-19 00:00:00+00:00,7248.60000000,7266.15000000,7055.60000000,7120.74000000,45664.86393000,2020-04-19 23:59:59.999000+00:00,326485586.93173834,483574,21519.03097600,153854417.37068870,0
839,2020-04-20 00:00:00+00:00,7121.40000000,7220.00000000,6751.00000000,6826.83000000,90149.49137000,2020-04-20 23:59:59.999000+00:00,629612368.74768921,785174,40427.51593300,282531224.31281103,0
840,2020-04-21 00:00:00+00:00,6828.98000000,6940.00000000,6762.00000000,6841.37000000,60109.71080800,2020-04-21 23:59:59.999000+00:00,411800606.08159712,555797,27732.16439800,190003705.32072503,0
841,2020-04-22 00:00:00+00:00,6841.36000000,7156.38000000,6818.00000000,7125.14000000,61486.37733400,2020-04-22 23:59:59.999000+00:00,431271646.17559905,508659,28258.85992200,198241315.96185334,0
842,2020-04-23 00:00:00+00:00,7125.12000000,7738.00000000,7020.00000000,7482.39000000,102773.56956100,2020-04-23 23:59:59.999000+00:00,756320213.58585215,881099,52475.59854100,386041564.82445067,0
843,2020-04-24 00:00:00+00:00,7483.96000000,7615.96000000,7388.00000000,7505.00000000,60182.11993900,2020-04-24 23:59:59.999000+00:00,452118137.79400162,601093,29412.50914300,220931579.32065317,0
844,2020-04-25 00:00:00+00:00,7505.00000000,7705.00000000,7431.07000000,7538.67000000,43874.42772600,2020-04-25 23:59:59.999000+00:00,331292050.77197311,521943,21111.14094600,159480178.37989961,0
845,2020-04-26 00:00:00+00:00,7539.03000000,7700.00000000,7480.00000000,7693.10000000,50522.61620900,2020-04-26 23:59:59.999000+00:00,384202783.27470957,554480,24707.49422500,187939788.77144254,0
846,2020-04-27 00:00:00+00:00,7693.10000000,7792.02000000,7606.00000000,7774.62000000,65441.33957600,2020-04-27 23:59:59.999000+00:00,504025811.65125354,637800,31594.10659600,243380424.90896012,0
847,2020-04-28 00:00:00+00:00,7773.51000000,7780.00000000,7659.12000000,7738.98000000,46302.75263800,2020-04-28 23:59:59.999000+00:00,357391780.93076267,499414,21305.50136000,164468534.08844884,0
848,2020-04-29 00:00:00+00:00,7738.58000000,8952.89000000,7710.05000000,8778.57000000,183546.88751400,2020-04-29 23:59:59.999000+00:00,1536390177.04494896,1433128,91462.00561700,765292175.06718837,0
849,2020-04-30 00:00:00+00:00,8778.58000000,9460.00000000,8401.00000000,8620.00000000,206277.21412400,2020-04-30 23:59:59.999000+00:00,1839283907.46251938,1661554,99484.47637700,887675398.17769395,0
850,2020-05-01 00:00:00+00:00,8620.00000000,9059.18000000,8613.56000000,8826.96000000,91468.81505900,2020-05-01 23:59:59.999000+00:00,805640126.63087045,865960,44763.35448100,394216389.90386545,0
851,2020-05-02 00:00:00+00:00,8825.67000000,9010.00000000,8753.00000000,8972.05000000,59002.08755000,2020-05-02 23:59:59.999000+00:00,523838859.54424918,637884,30400.35344900,269917468.34160132,0
852,2020-05-03 00:00:00+00:00,8972.58000000,9200.00000000,8712.00000000,8894.16000000,90126.06564300,2020-05-03 23:59:59.999000+00:00,808427095.93215912,877460,44321.37040000,397824441.80123721,0
853,2020-05-04 00:00:00+00:00,8894.15000000,8950.00000000,8522.00000000,8871.96000000,84418.51233100,2020-05-04 23:59:59.999000+00:00,738343818.69392538,848802,39118.38022200,342180074.58001776,0
854,2020-05-05 00:00:00+00:00,8871.92000000,9118.58000000,8760.00000000,9021.83000000,76480.76534200,2020-05-05 23:59:59.999000+00:00,683083018.87798085,812543,37454.51837900,334700993.43285028,0
855,2020-05-06 00:00:00+00:00,9021.36000000,9395.00000000,8906.21000000,9142.92000000,105925.30242000,2020-05-06 23:59:59.999000+00:00,972793508.46490739,1007661,51189.79089300,470167656.56560318,0
856,2020-05-07 00:00:00+00:00,9143.40000000,10067.00000000,9021.00000000,9986.40000000,147154.61137800,2020-05-07 23:59:59.999000+00:00,1409783462.00636428,1254835,74602.19311200,715407978.19610432,0
857,2020-05-08 00:00:00+00:00,9986.30000000,10035.96000000,9705.00000000,9800.01000000,100683.79640000,2020-05-08 23:59:59.999000+00:00,997005843.74047920,967816,46207.63759400,457701324.85886588,0
858,2020-05-09 00:00:00+00:00,9800.02000000,9914.25000000,9520.00000000,9539.40000000,81950.67956700,2020-05-09 23:59:59.999000+00:00,795001351.67970229,839384,36738.67924400,356475632.65892539,0
859,2020-05-10 00:00:00+00:00,9539.10000000,9574.83000000,8117.00000000,8722.77000000,183865.18202800,2020-05-10 23:59:59.999000+00:00,1594996476.97563696,1565771,84376.58077400,731417660.35199514,0
860,2020-05-11 00:00:00+00:00,8722.77000000,9168.00000000,8200.00000000,8561.52000000,168807.25183200,2020-05-11 23:59:59.999000+00:00,1468392820.76080359,1367382,81474.59506700,708958944.15865879,0
861,2020-05-12 00:00:00+00:00,8562.04000000,8978.26000000,8528.78000000,8810.79000000,86522.78006600,2020-05-12 23:59:59.999000+00:00,760195457.05095863,784859,40570.31740100,356508014.18846761,0
862,2020-05-13 00:00:00+00:00,8810.99000000,9398.00000000,8792.99000000,9309.37000000,92466.27401800,2020-05-13 23:59:59.999000+00:00,839725719.96020766,869216,43648.35465500,396713970.04433138,0
863,2020-05-14 00:00:00+00:00,9309.35000000,9939.00000000,9256.76000000,9791.98000000,129565.37747000,2020-05-14 23:59:59.999000+00:00,1247456797.81366625,1199530,63438.51099300,611313934.39132358,0
864,2020-05-15 00:00:00+00:00,9791.97000000,9845.62000000,9150.00000000,9316.42000000,115890.76151600,2020-05-15 23:59:59.999000+00:00,1099721375.89190578,1055630,55397.12343400,525813199.33664916,0
865,2020-05-16 00:00:00+00:00,9315.96000000,9588.00000000,9220.00000000,9381.27000000,59587.62786200,2020-05-16 23:59:59.999000+00:00,560547005.02590862,692028,28861.36820000,271542836.21380133,0
866,2020-05-17 00:00:00+00:00,9380.81000000,9888.00000000,9322.10000000,9680.04000000,68647.76432300,2020-05-17 23:59:59.999000+00:00,663088800.81527807,722718,34734.03499300,335478915.97643693,0
867,2020-05-18 00:00:00+00:00,9681.11000000,9950.00000000,9464.23000000,9733.93000000,82006.60358300,2020-05-18 23:59:59.999000+00:00,797622297.32616827,794292,40242.84298600,391957586.20057755,0
868,2020-05-19 00:00:00+00:00,9733.93000000,9897.21000000,9474.00000000,9775.53000000,78539.76045400,2020-05-19 23:59:59.999000+00:00,760713946.00854609,773581,37821.71930800,366745428.20816091,0
869,2020-05-20 00:00:00+00:00,9775.13000000,9842.00000000,9326.00000000,9511.43000000,74923.73809000,2020-05-20 23:59:59.999000+00:00,721190802.76340253,731189,33481.79667800,322416331.96245272,0
870,2020-05-21 00:00:00+00:00,9511.43000000,9578.47000000,8815.00000000,9068.65000000,108928.78096900,2020-05-21 23:59:59.999000+00:00,1002046265.94125970,951971,49914.08113800,459089374.16887958,0
871,2020-05-22 00:00:00+00:00,9067.51000000,9271.00000000,8933.52000000,9170.00000000,58943.13102400,2020-05-22 23:59:59.999000+00:00,537847834.49670863,693694,28987.31589600,264538897.25902512,0
872,2020-05-23 00:00:00+00:00,9170.00000000,9307.85000000,9070.00000000,9179.15000000,43526.29696600,2020-05-23 23:59:59.999000+00:00,400407195.62892234,512460,21377.61633200,196682791.17593565,0
873,2020-05-24 00:00:00+00:00,9179.01000000,9298.00000000,8700.00000000,8720.34000000,70379.86645000,2020-05-24 23:59:59.999000+00:00,636787240.37332477,774088,32046.41144400,290362268.47214719,0
874,2020-05-25 00:00:00+00:00,8718.14000000,8979.66000000,8642.72000000,8900.35000000,62833.91094900,2020-05-25 23:59:59.999000+00:00,553545285.91401386,733557,30771.88874400,271166770.94493836,0
875,2020-05-26 00:00:00+00:00,8900.35000000,9017.67000000,8700.00000000,8841.18000000,58299.77013800,2020-05-26 23:59:59.999000+00:00,516455128.89068804,678304,28242.17008300,250278944.16497476,0
876,2020-05-27 00:00:00+00:00,8841.00000000,9225.00000000,8811.73000000,9204.07000000,68910.35551400,2020-05-27 23:59:59.999000+00:00,624660855.78003700,662850,33532.62026500,304057334.99150484,0
877,2020-05-28 00:00:00+00:00,9204.07000000,9625.47000000,9110.00000000,9575.89000000,74110.78766200,2020-05-28 23:59:59.999000+00:00,693930106.18138250,738725,37974.89960900,355720464.86308430,0
878,2020-05-29 00:00:00+00:00,9575.87000000,9605.26000000,9330.00000000,9427.07000000,57374.36296100,2020-05-29 23:59:59.999000+00:00,542758086.60647017,593705,26819.21289400,253696538.73175294,0
879,2020-05-30 00:00:00+00:00,9426.60000000,9740.00000000,9331.23000000,9697.72000000,55665.27254000,2020-05-30 23:59:59.999000+00:00,530598690.07145047,651290,29252.67990400,279016030.13117991,0
880,2020-05-31 00:00:00+00:00,9697.72000000,9700.00000000,9381.41000000,9448.27000000,48333.78640300,2020-05-31 23:59:59.999000+00:00,461272298.85252054,651473,22778.00116900,217450165.01806332,0
881,2020-06-01 00:00:00+00:00,9448.27000000,10380.00000000,9421.67000000,10200.77000000,76649.12696000,2020-06-01 23:59:59.999000+00:00,749707596.65935731,826964,41530.41231700,406777189.28314986,0
882,2020-06-02 00:00:00+00:00,10202.71000000,10228.99000000,9266.00000000,9518.04000000,108970.77315100,2020-06-02 23:59:59.999000+00:00,1070060237.13020932,1004312,49354.90796900,485973112.19351892,0
883,2020-06-03 00:00:00+00:00,9518.02000000,9690.00000000,9365.21000000,9666.24000000,46252.64493900,2020-06-03 23:59:59.999000+00:00,441928818.04301561,562784,22656.30815000,216537558.01685119,0
884,2020-06-04 00:00:00+00:00,9666.32000000,9881.63000000,9450.00000000,9789.06000000,57456.10096900,2020-06-04 23:59:59.999000+00:00,557234945.64673886,665881,28778.23737100,279263924.70782905,0
885,2020-06-05 00:00:00+00:00,9788.14000000,9854.75000000,9581.00000000,9621.16000000,47788.05005000,2020-06-05 23:59:59.999000+00:00,465200788.20363384,566062,22329.10711900,217444468.95052851,0
886,2020-06-06 00:00:00+00:00,9621.17000000,9735.00000000,9531.05000000,9666.30000000,32752.95089300,2020-06-06 23:59:59.999000+00:00,315604867.23614906,435796,15832.69376500,152610794.94554911,0
887,2020-06-07 00:00:00+00:00,9666.85000000,9802.00000000,9372.46000000,9746.99000000,57952.84838500,2020-06-07 23:59:59.999000+00:00,556919603.79154480,637766,28426.59512900,273242856.19134752,0
888,2020-06-08 00:00:00+00:00,9746.99000000,9800.00000000,9633.00000000,9782.01000000,40664.66412500,2020-06-08 23:59:59.999000+00:00,395459395.82133724,485139,19744.03912400,192037951.04548972,0
889,2020-06-09 00:00:00+00:00,9782.00000000,9877.00000000,9570.00000000,9772.43000000,46024.00128900,2020-06-09 23:59:59.999000+00:00,447208895.83869834,551863,21901.19095000,212965408.67782809,0
890,2020-06-10 00:00:00+00:00,9772.44000000,9992.72000000,9704.18000000,9885.00000000,47130.76298200,2020-06-10 23:59:59.999000+00:00,462384305.35119935,560909,23128.16103200,226982635.61915444,0
891,2020-06-11 00:00:00+00:00,9885.22000000,9964.00000000,9113.00000000,9280.40000000,94418.98473000,2020-06-11 23:59:59.999000+00:00,902075648.54538493,966502,40972.06474900,391689549.65796588,0
892,2020-06-12 00:00:00+00:00,9278.88000000,9557.12000000,9232.51000000,9465.13000000,50119.06693200,2020-06-12 23:59:59.999000+00:00,472007894.37567532,553203,24344.81637000,229325970.87113216,0
893,2020-06-13 00:00:00+00:00,9464.96000000,9494.73000000,9351.00000000,9473.34000000,27759.78485100,2020-06-13 23:59:59.999000+00:00,261673162.25847242,392763,13531.00721400,127577168.31734001,0
894,2020-06-14 00:00:00+00:00,9473.34000000,9480.99000000,9245.00000000,9342.10000000,30055.50660800,2020-06-14 23:59:59.999000+00:00,282131272.38006622,415568,14465.41615100,135811554.06421556,0
895,2020-06-15 00:00:00+00:00,9342.10000000,9495.00000000,8910.45000000,9426.02000000,86107.92470700,2020-06-15 23:59:59.999000+00:00,793518842.55098446,839521,41630.74752900,384031123.18172884,0
